17	10	0	11
-18	0	3	1
-17	4	12	4
-19	1	3	2
21	12	6	14
-19	4	5	0
21	5	5	16
20	9	7	8
-21	4	6	17
20	5	1	6
21	6	5	4
-19	8	7	12
18	12	4	4
-17	8	5	9
-18	4	5	10
19	6	6	12
-18	3	7	1
17	1	7	17
19	8	2	7
18	17	5	8
-20	3	8	11
19	12	7	16
-17	3	3	1
20	4	7	25
18	15	11	11
19	14	4	5
-17	2	7	4
19	3	1	18
-18	6	8	7
-19	6	4	7
